,Airport_name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,Attraction_html
0,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.0816898345900015,145.391998291,5282,10,U,Pacific/Port_Moresby,airport,OurAirports,https://www.tripadvisor.com/Attractions-g304034-Activities-Goroka_Highlands_Region.html
1,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,10,U,Pacific/Port_Moresby,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298436-Activities-Madang_Momase_Region.html
2,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,10,U,Pacific/Port_Moresby,airport,OurAirports,https://www.tripadvisor.com/Attractions-g304035-Activities-Mount_Hagen_Highlands_Region.html
3,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,146,10,U,Pacific/Port_Moresby,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294118-Activities-Port_Moresby_Papua_Region.html
4,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.5838301181800003,143.66900634799998,19,10,U,Pacific/Port_Moresby,airport,OurAirports,https://www.tripadvisor.com/Attractions-g551793-Activities-Westray_Orkney_Islands_Scotland.html
5,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210939,-18.07270050048828,6,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189954-Activities-Akureyri_Northeast_Region.html
6,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330230712889,-14.401399612426758,76,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g315847-Activities-Egilsstadir_East_Region.html
7,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189960-Activities-Hofn_East_Region.html
8,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189963-Activities-Husavik_Northeast_Region.html
9,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809783935547,-23.13529968261719,8,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189967-Activities-Isafjordur_Westfjords_Region.html
10,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2291817-Activities-Patreksfjordur_Westfjords_Region.html
11,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189970-Activities-Reykjavik_Capital_Region.html
12,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189971-Activities-Siglufjordur_Northeast_Region.html
13,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.27890014648437,326,0,N,Atlantic/Reykjavik,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189977-Activities-Vestmannaeyjar_Heimaey_Island_Westmann_Islands_South_Region.html
14,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155012-Activities-Sault_Ste_Marie_Northeastern_Ontario_Ontario.html
15,Winnipeg / St. Andrews Airport,Winnipeg,Canada,YAV,CYAV,50.0564002991,-97.0325012207,760,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154954-Activities-Winnipeg_Manitoba.html
16,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,783,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154954-Activities-Winnipeg_Manitoba.html
17,Halifax / CFB Shearwater Heliport,Halifax,Canada,YAW,CYAW,44.639701843299996,-63.4994010925,144,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154976-Activities-Halifax_Halifax_Region_Nova_Scotia.html
18,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.880798339799995,-63.508598327600005,477,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154976-Activities-Halifax_Halifax_Region_Nova_Scotia.html
19,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.77558300000001,80,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154942-Activities-Tofino_Clayoquot_Sound_Alberni_Clayoquot_Regional_District_Vancouver_Island_British_Columbia.html
20,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34099-Activities-Brandon_Florida.html
21,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154935-Activities-Nanaimo_Vancouver_Island_British_Columbia.html
22,Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,CAC8,49.1833000183,-123.94999694799999,0,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154935-Activities-Nanaimo_Vancouver_Island_British_Columbia.html
23,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.296398162799996,-117.63200378399999,1624,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181791-Activities-Castlegar_Kootenay_Rockies_British_Columbia.html
24,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g41499-Activities-Chatham_Cape_Cod_Massachusetts.html
25,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990798999999996,-66.330299,132,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g49022-Activities-Charlotte_North_Carolina.html
26,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.93900299100001,32,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154927-Activities-Chilliwack_British_Columbia.html
27,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.12800598144528,1215,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34892-Activities-Dawsonville_Georgia.html
28,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g503757-Activities-Burwash_East_Sussex_England.html
29,Princeton Airport,Princeton,Canada,YDC,CYDC,49.468101501499994,-120.51100158700001,2298,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g46756-Activities-Princeton_New_Jersey.html
30,Princeton Municipal Airport,Princeton,United States,PNM,KPNM,45.55989838,-93.60820007,980,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g46756-Activities-Princeton_New_Jersey.html
31,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499189-Activities-Deer_Lake_Newfoundland_Newfoundland_and_Labrador.html
32,Deer Lake Airport,Deer Lake,Canada,YVZ,CYVZ,52.655799865722656,-94.0614013671875,1092,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499189-Activities-Deer_Lake_Newfoundland_Newfoundland_and_Labrador.html
33,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956054688,-100.052001953125,999,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30472-Activities-Dauphin_Island_Alabama.html
34,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154914-Activities-Edmonton_Alberta.html
35,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.52100372299999,2202,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154914-Activities-Edmonton_Alberta.html
36,Estevan Airport,Estevan,Canada,YEN,CYEN,49.210300445600005,-102.96600341799999,1905,-6,N,America/Regina,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499384-Activities-Estevan_Saskatchewan.html
37,Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.46499633799999,3043,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181804-Activities-Edson_Alberta.html
38,Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31582-Activities-Eureka_Springs_Arkansas.html
39,Murray Field,Eureka,United States,EKA,KEKA,40.8033981323,-124.112998962,7,\N,\N,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31582-Activities-Eureka_Springs_Arkansas.html
40,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499243-Activities-Inuvik_Northwest_Territories.html
41,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756401061999995,-68.5558013916,110,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g183793-Activities-Iqaluit_Nunavut.html
42,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.86890029907226,-66.53720092773439,68,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154957-Activities-Fredericton_New_Brunswick.html
43,Forestville Airport,Forestville,Canada,\N,CYFE,48.74610137939453,-69.09719848632811,293,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32397-Activities-Forestville_Sonoma_County_California.html
44,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g3566891-Activities-Fort_Resolution_Northwest_Territories.html
45,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171876,555,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1878413-Activities-Fort_Simpson_Northwest_Territories.html
46,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147310-Activities-Kingston_Kingston_Parish_Jamaica.html
47,Norman Manley International Airport,Kingston,Jamaica,KIN,MKJP,17.935699462890625,-76.7874984741211,10,-5,U,America/Jamaica,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147310-Activities-Kingston_Kingston_Parish_Jamaica.html
48,Tinson Pen Airport,Kingston,Jamaica,KTP,MKTP,17.98859977722168,-76.82379913330078,16,-5,U,America/Jamaica,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147310-Activities-Kingston_Kingston_Parish_Jamaica.html
49,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136108398,-77.7042007446289,639,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g488100-Activities-Anse_La_Raie.html
50,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.775299072299994,-64.4785995483,112,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g494965-Activities-Gaspe_Gaspesie_Region_Quebec.html
51,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255365-Activities-Geraldton_Western_Australia.html
52,Geraldton Airport,Geraldton,Australia,GET,YGEL,-28.796101,114.707001,121,8,O,Australia/Perth,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255365-Activities-Geraldton_Western_Australia.html
53,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.83169937133789,-92.74420166015624,1354,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181721-Activities-Dryden_Kenora_District_Ontario.html
54,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255108-Activities-Hamilton_Waikato_Region_North_Island.html
55,Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.8666992188,175.332000732,172,12,Z,Pacific/Auckland,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255108-Activities-Hamilton_Waikato_Region_North_Island.html
56,Hamilton Airport,Hamilton,Australia,HLT,YHML,-37.64889907836914,142.06500244140625,803,10,O,Australia/Hobart,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255108-Activities-Hamilton_Waikato_Region_North_Island.html
57,Butler Co Regional Airport - Hogan Field,Hamilton,United States,\N,KHAO,39.3638000488,-84.5220031738,633,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255108-Activities-Hamilton_Waikato_Region_North_Island.html
58,Hamilton Municipal Airport,Hamilton,United States,\N,KMNZ,31.6658992767334,-98.14859771728516,1299,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255108-Activities-Hamilton_Waikato_Region_North_Island.html
59,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155032-Activities-Montreal_Quebec.html
60,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.67950057979999,-74.0386962891,270,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155032-Activities-Montreal_Quebec.html
61,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155032-Activities-Montreal_Quebec.html
62,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g671135-Activities-Hay_River_Northwest_Territories.html
63,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5,A,America/Coral_Harbour,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499473-Activities-Atikokan_Ontario.html
64,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499246-Activities-Pond_Inlet_Nunavut.html
65,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,136,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g187089-Activities-Saint_Jean_de_Luz_Basque_Country_Pyrenees_Atlantiques_Nouvelle_Aquitaine.html
66,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A,America/St_Johns,airport,OurAirports,https://www.tripadvisor.com/Attractions-g56712-Activities-Stephenville_Texas.html
67,Stephenville Clark Regional Airport,Stephenville,United States,\N,KSEP,32.215301513671996,-98.177696228027,1321,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g56712-Activities-Stephenville_Texas.html
68,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.702201843299996,-120.444000244,1133,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154932-Activities-Kamloops_British_Columbia.html
69,Gratiot Community Airport,Kamloops,Canada,\N,KAMN,43.322101593,-84.68800354,754,-7,A,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154932-Activities-Kamloops_British_Columbia.html
70,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g38500-Activities-Waterloo_Iowa.html
71,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.55709838867188,-92.40029907226562,873,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g38500-Activities-Waterloo_Iowa.html
72,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6,N,America/Regina,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181728-Activities-Kindersley_Saskatchewan.html
73,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155019-Activities-Toronto_Ontario.html
74,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155019-Activities-Toronto_Ontario.html
75,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155019-Activities-Toronto_Ontario.html
76,Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250030517578,-79.4655990600586,652,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155019-Activities-Toronto_Ontario.html
77,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1211849-Activities-Chapleau_Northeastern_Ontario_Ontario.html
78,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920028686523,-110.072998046875,2193,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182152-Activities-Lloydminster_Alberta.html
79,Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.280601501499994,100,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499117-Activities-Alert_Bay_British_Columbia.html
80,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154933-Activities-Kelowna_Okanagan_Valley_British_Columbia.html
81,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.272800445600005,-75.9906005859,656,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g984013-Activities-Maniwaki_Outaouais_Region_Quebec.html
82,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999862670898,-61.78919982910156,39,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2210933-Activities-Natashquan_Quebec.html
83,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182166-Activities-Gatineau_Outaouais_Region_Quebec.html
84,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155004-Activities-Ottawa_Ontario.html
85,Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,45.460300445600005,-75.64610290530001,188,\N,\N,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155004-Activities-Ottawa_Ontario.html
86,Ottawa / Carp Airport,Ottawa,Canada,YRP,CYRP,45.3191986084,-76.0222015381,382,\N,\N,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155004-Activities-Ottawa_Ontario.html
87,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,1405,-6,N,America/Regina,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155041-Activities-Prince_Albert_Saskatchewan.html
88,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.27381700000001,885,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182162-Activities-Portage_la_Prairie_Manitoba.html
89,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609878540039,-122.70999908447266,11,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1087660-Activities-Pitea_Norrbotten_County.html
90,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.28859710693361,167,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g789216-Activities-Port_Menier_Quebec.html
91,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g187045-Activities-Peterborough_Cambridgeshire_England.html
92,Peterborough Business Airport,Peterborough,United Kingdom,\N,EGSF,52.46810150146485,-0.2511110007762909,26,0,E,Europe/London,airport,OurAirports,https://www.tripadvisor.com/Attractions-g187045-Activities-Peterborough_Cambridgeshire_England.html
93,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155022-Activities-Prince_Edward_Island.html
94,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g796995-Activities-Fort_Chipewyan_Alberta.html
95,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,925,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499279-Activities-Muskoka_District_Ontario.html
96,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155033-Activities-Quebec_City_Quebec.html
97,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155021-Activities-Windsor_Ontario.html
98,Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956054688,-94.36309814453124,1332,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181749-Activities-Kenora_Kenora_District_Ontario.html
99,Kenora Seaplane Base,Kenora,Canada,\N,CJM9,49.767424,-94.49274,1060,-6,A,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181749-Activities-Kenora_Kenora_District_Ontario.html
100,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.80000305200001,3048,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154919-Activities-Lethbridge_Alberta.html
101,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154958-Activities-Moncton_New_Brunswick.html
102,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499153-Activities-Comox_Comox_Valley_Vancouver_Island_British_Columbia.html
103,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6,N,America/Regina,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155042-Activities-Regina_Saskatchewan.html
104,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155017-Activities-Thunder_Bay_Thunder_Bay_District_Ontario.html
105,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,-6,N,America/Regina,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182213-Activities-Yorkton_Saskatchewan.html
106,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A,America/St_Johns,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182153-Activities-Gander_Newfoundland_Newfoundland_and_Labrador.html
107,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1613998413,-60.047798156700004,203,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255060-Activities-Sydney_New_South_Wales.html
108,Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,-33.924400329589844,150.98800659179688,29,10,O,Australia/Sydney,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255060-Activities-Sydney_New_South_Wales.html
109,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.94609832763672,151.177001953125,21,10,O,Australia/Sydney,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255060-Activities-Sydney_New_South_Wales.html
110,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623048,1789,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182161-Activities-Quesnel_Cariboo_British_Columbia.html
111,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499363-Activities-Roberval_Saguenay_Lac_Saint_Jean_Region_Quebec.html
112,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.811401367200006,-92.1157989502,94,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g665321-Activities-Rankin_Inlet_Nunavut.html
113,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155016-Activities-Sudbury_Northeastern_Ontario_Ontario.html
114,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155035-Activities-Sherbrooke_Quebec.html
115,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147409-Activities-St_John_U_S_Virgin_Islands.html
116,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,56,-4,A,America/Halifax,airport,OurAirports,https://www.tripadvisor.com/Attractions-g155024-Activities-Summerside_Prince_Edward_Island.html
117,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.24299621600001,282,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1202705-Activities-Sachs_Harbour_Northwest_Territories.html
